HIP,RA_rad,Dec_rad,parallax,pmRA,pmDec,HpMag
96459,5.1340354173,0.7800781961,24.49,-94.81,-104.25,5.3354
96465,5.1343506135,-0.4343001708,17.2,68.3,-21.51,4.5762
96468,5.1344151618,-0.0224545464,8.34,-0.87,-20.39,4.3265
96483,5.1351548897,-0.1226525011,1.94,1.63,-2.65,4.9475
96496,5.1358738235,-0.3181913017,8.21,10.4,-14.73,5.8161
96516,5.1368954698,0.2873295281,6.79,17.25,13.77,5.836
96536,5.1381385356,-0.2496072941,32.72,-104.87,-146.13,5.5725
96556,5.1390679027,-0.0811143428,31.1,105.78,-53.73,5.5444
96620,5.1429869903,0.9594667462,24.46,35.46,162.94,5.9926
96665,5.1452044648,0.0942090769,4.18,3.97,-4.26,5.1849
96683,5.1460017966,0.5262732068,12.25,2.48,36.5,4.8387
96693,5.1462826628,0.7473187749,5,24.12,28.09,5.3929
96757,5.1491418161,0.3144025354,7.67,15.09,-19.65,4.5281
96807,5.1518710935,-0.0108436035,9.26,8.42,23.05,5.6857
96808,5.151873158,-0.2843690329,13.56,68.04,-50.52,5.4627
96825,5.1523656482,0.7945550228,20.15,84.85,119.92,5.1602
96837,5.1532979631,0.305015898,7.42,8.74,-33.41,4.5523
96840,5.1534866483,0.2411296017,0.49,-0.04,-11.47,5.9709
96950,5.1597090585,-0.2814164302,18.41,66.29,-9.67,5.1368
96957,5.159921016,0.2064132583,3.82,1.75,-10.11,5.4016
96977,5.1606916788,0.5659534509,1.66,2.12,-0.44,5.9726
97063,5.1642436739,-0.2699964042,20.44,142.03,-185.99,5.5942
97077,5.1649323194,0.4498040328,9.83,12.01,21.44,5.658
97081,5.1650897075,0.7290778549,5.72,18.32,10.25,5.9653
97118,5.1673782571,0.6519549986,11.28,72.46,35.18,5.0477
97122,5.167512791,1.2101610148,7.57,9.22,-22.45,5.9341
97165,5.1704246155,0.7876791647,19.77,44.07,48.66,2.8683
97229,5.1734406676,0.1328746663,18.65,54.1,0.5,5.9462
97260,5.1749896624,-0.5569090564,4.59,1.29,-13.57,5.5249
97278,5.1760335296,0.185236481,8.26,16.99,-2.98,2.8695
97290,5.176487978,-0.3448926756,15.71,-129.4,-90.55,5.04
97295,5.1767617444,0.5886766574,47.1,23.25,-449.31,5.1064
97365,5.180956447,0.323483842,5.49,-4.31,12.35,3.8364
97376,5.1812845042,0.6703393701,6.9,5,-1.05,5.8083
97421,5.1837079945,-0.9837073186,20.18,92.25,-136.72,5.3919
97433,5.1843706449,1.2264050852,22.04,79.31,39.08,3.9974
97473,5.1866856969,0.2062267005,6.34,16.16,-10.6,5.8489
97496,5.1878929462,0.3340905458,12.79,17.63,26.27,5.0402
97534,5.1898305558,-1.2654232924,22.92,7.16,13.85,5.4624
97598,5.1933764295,-0.8300325241,2.45,7.2,-12.06,5.9867
97630,5.1948260932,0.6758292246,4.71,12.89,105.49,5.2536
97634,5.1950691782,0.708599803,1.54,-2.46,-7.23,5.6647
97635,5.1950985954,0.9248179721,16.11,-10.29,-69.68,5.1838
97646,5.1956107809,-1.0331238628,11.77,22.75,-13.03,5.4503
97650,5.1957581377,-0.1878600635,35.88,-33.35,32.88,5.4717
97675,5.1968269527,0.1817944325,52.11,242.28,-136.48,5.2398
97679,5.1970155477,0.3946204573,5.18,23.02,-15.88,4.8545
97749,5.2003968622,-0.695938482,10.82,18.42,-11.27,5.3147
97757,5.2010136573,0.8207820703,0.91,-2.52,-3.52,5.6045
97765,5.2011970975,0.4361956797,1.93,-0.15,-3.92,5.693
97774,5.2016026991,0.8365680462,1.96,-5.67,-9.7,5.8493
97804,5.2031438386,0.0175523955,2.36,6.91,-8.21,4.044
97816,5.2038229571,-0.9594255797,5.8,17.3,4.1,5.9193
97870,5.2067077393,1.0039738314,5.15,6.24,7,5.1026
97871,5.2068060766,-0.0543582249,12.48,22.28,14.2,5.7002
97886,5.2074575013,0.4202670055,9.75,23.06,36.28,4.5682
97928,5.2104094195,-0.1496474045,5.16,5.36,-18.81,5.8708
97938,5.2108856843,0.1476836548,17.77,101.91,-81.2,4.8749
97961,5.2120666613,0.4244534385,6.93,23.73,-0.87,5.5668
97966,5.2125456293,-0.1435921823,6.76,6.61,-25.75,5.6769
97980,5.2130637579,0.0047762649,8.78,43.22,-13.11,5.6546
97985,5.2133161232,0.6456959968,2.71,11.64,8.55,5.9345
98032,5.2153113639,-0.7307416679,17.94,22.61,51.4,4.2773
98036,5.2155358416,0.1118395311,73,45.27,-481.91,3.8668
98055,5.2169216499,0.9152336137,11.59,-37.62,-31.13,4.9503
98066,5.2178236002,-0.4590161021,38.48,209.41,62.39,4.8317
98068,5.2179353241,0.6717197025,2.26,2.2,0.67,4.925
98073,5.2181990896,1.0270567939,3.56,-9.06,-21.39,5.0998
98085,5.2186263368,0.2903323047,0.99,1.01,-7.61,5.8414
98103,5.2195694878,0.1993813493,14.86,32.29,4.44,5.2938
98110,5.2198722715,0.6123224263,24.17,-33.61,-27.87,4.0619
98143,5.2217446298,0.6326923138,3.14,1.14,-0.5,5.9773
98162,5.2226668787,-0.4742035586,3.92,10.46,-15.52,4.6951
98174,5.2233547242,-1.0280218874,11.71,22.63,-15.37,5.2571
98194,5.2239059002,0.7045514608,2.94,7.1,0.33,5.4366
98234,5.2262021748,0.2930253369,7.16,11.87,18.84,5.5291
98258,5.2270444091,-0.27037354,12.28,18.4,-92.52,5.0317
98325,5.2300215498,0.5407670881,7.01,33.6,-2.78,5.4969
98332,5.2302556549,-1.2071345085,14.26,68.52,-100.46,5.8009
98337,5.2305617932,0.3402011954,12.62,66.21,22.22,3.6215
98353,5.2314190846,-0.4572034413,10.41,35.31,25.69,5.0045
98375,5.232394032,0.4031932923,20.36,-70.16,2.12,5.7644
98383,5.2331090522,0.7988822558,7.2,10.26,-16.62,5.9855
98412,5.2348368812,-0.6156866089,6.29,5.6,-25.81,4.3114
98416,5.235077932,-0.1737874197,45.04,-251.27,-398.65,5.9969
98421,5.235353623,-0.6055879032,20.62,108.23,-69.51,5.3595
98425,5.2356383393,0.6465203258,2.47,0.81,-0.05,5.1062
98438,5.2362282758,0.3057213056,3.2,1.75,-12.41,5.3258
98470,5.2374537609,-0.5882239238,47.06,126.61,-290.04,5.7571
98478,5.2376680907,-1.1684785173,13.65,-4.3,-195.85,5.9109
98495,5.2385616252,-1.2725227738,31.04,81.78,-132.16,3.9531
98512,5.2395019409,-0.7873692068,12.29,1.94,4.42,5.8732
98543,5.240788147,0.4843910704,13.8,58.17,3.84,4.7148
98571,5.2419181308,0.8744916331,7.51,15.72,6.02,5.2243
98583,5.2424259622,1.1313399554,5.55,9.61,-12.9,5.3131
98608,5.2436033736,-1.0363036938,6.86,20.21,-27.1,4.7635
98609,5.2436022429,0.4328490817,3.02,6.72,-1.55,5.8396
98624,5.2441620123,-1.1683895885,13.8,38.64,-70.82,5.4905
98633,5.2446109373,-0.2380147803,10.99,39.02,10.82,5.7222
98636,5.2448143272,0.4352480067,14.71,89.31,69.44,5.3147
98688,5.2475839593,-0.4836286353,7.27,32.97,14,4.4512
98702,5.2482812169,1.1846151552,7.61,16.44,47.31,4.6767
98754,5.2512603129,0.2797985033,5.11,5.28,-8.99,5.6412
98761,5.2515074731,-0.6621864867,8.9,64.47,-86.43,4.9128
98767,5.2517644887,0.5218199248,63.06,683.94,-524.7,5.8775
98819,5.253911205,0.2979479667,56.28,-394.57,-407.82,5.9202
98823,5.254045138,0.1270239114,7.06,14.74,12.1,5.6799
98842,5.2548636992,-0.5594874485,11.22,45.07,-11.74,5.1365
98844,5.2551247838,-0.0123747566,7.82,-2.84,-119.98,5.8221
98863,5.2560718934,0.5623210806,0.57,-2.93,-11.07,5.7397
98920,5.258493387,0.3489066282,20.34,29.63,79.94,5.2513
98962,5.2601842095,1.0820211993,18.98,123.37,70.49,5.5682
99026,5.2631595455,0.9279054748,27.35,213.1,254.9,5.9128
99031,5.2637624427,0.6278566983,41.76,-224.32,-440.42,5.5394
99080,5.2660509027,0.4121494513,6.47,15.59,0.31,5.0229
99120,5.2682158814,-0.9229442388,3.02,-12.98,7.5,5.0218
99240,5.2739384964,-1.1550470499,163.71,1211.03,-1130.05,3.6876
99255,5.2747716299,1.3563191281,10.36,11.57,24.34,4.3714
99303,5.2771205676,0.6429721401,3.15,3.32,13.24,4.8843
99404,5.2820589889,0.4695657779,7.7,17.75,12.51,5.551
99461,5.2848284923,-0.6300182046,166.25,456.99,-1574.64,5.4432
99473,5.2853125576,-0.0143374561,11.39,35.26,5.71,3.2245
99500,5.2865109758,1.0834715545,20.68,137.01,80.45,5.8187
99518,5.287473055,0.4679055875,2.31,0.63,-10.18,5.6616
99531,5.2883984392,0.4621427831,4.05,4.08,-10.05,5.8807
99572,5.2902206058,-0.2202085795,36.1,192.35,-196.2,5.9464
99631,5.2937194341,-0.0176150177,4.61,28.12,-30.57,5.5818
99639,5.2940229928,0.8170876033,5.34,13.83,3,4.864
99655,5.2944418259,0.9872895166,20.48,61.82,82.18,4.3218
99663,5.2947158461,1.058375215,5.62,39.69,56.31,5.9392
99675,5.2954673023,0.8157900188,3.69,4.78,1.21,3.9123
99738,5.2981302832,0.5008198492,10.97,12.55,-19.33,5.2522
99742,5.2982804186,0.2652458484,21.75,55.03,58.14,4.9747
99747,5.2984565463,-0.915349125,4.76,22.35,-52.71,5.7763
99770,5.2994001092,0.6423882461,23.42,69.81,69.14,4.9931
99824,5.3025932247,0.4466641237,3.29,6.93,-3.89,4.7129
99825,5.3026431862,-0.4718067545,112.22,1241.85,-180.96,5.8779
99841,5.3031677617,0.5886885641,10.26,-31.97,-117.08,5.8604
99848,5.3034969672,0.8327699897,3.08,5.3,2.33,4.0955
99853,5.3036365203,0.410308099,1.7,2.92,-7.29,5.3413
99874,5.3047942647,0.4854498664,9.63,-34.27,6.41,4.654
99889,5.3058450783,0.7955151199,29.19,9.96,-54.61,5.9701
99951,5.3092244338,0.4305926631,7.45,14.52,-17.12,5.4647
99968,5.3098212922,0.7045035448,2.07,2.27,-1.38,5.3839
100027,5.3129899478,-0.2183095188,5.73,22.98,1.28,4.4114
100044,5.3135970529,0.6638001492,0.32,-3.18,-6.45,4.8623
100064,5.3147616297,-0.21894909,30.82,62.63,2.66,3.7388
100069,5.3150358988,0.7109092273,1.68,-2.33,-6.16,5.8637
100097,5.3163280332,0.9668630236,11.05,-7.21,-30.31,5.7816
100108,5.3166093117,0.6457675234,16,40.22,20.53,5.6041
100122,5.3173688154,0.6105647693,1.03,-0.05,-3.77,5.2876
100195,5.3206070829,-0.3336808911,2.91,8.07,-11.31,5.4364
100221,5.3215596157,1.0865968462,8.63,18.13,23.89,5.7055
100261,5.3236893693,1.2021872123,4.87,17.67,26.56,5.5486
100276,5.3248102196,0.3105464761,5.98,17.21,-31.34,5.9444
100310,5.3261490511,-0.2226873307,12.88,14.74,-14.32,4.7498
100345,5.3276645317,-0.2579841156,9.98,44.92,7.38,3.2104
100357,5.3284550718,1.1166631767,4.65,5.38,14.96,5.8161
100435,5.3322302682,0.4266652147,3.27,1.37,-6.91,5.5015
100437,5.3323696885,0.7992717459,8.05,25.41,38.79,5.7513
100453,5.3329771576,0.7026116358,1.78,2.39,-0.91,2.3548
100469,5.3339792213,-0.7338995904,15.12,30.92,-80.91,5.5916
100541,5.337123001,0.0932542926,13.23,-27.55,-38.91,5.4699
100574,5.339570523,0.6540874143,2.41,5.58,-0.02,5.8061
100587,5.3400963546,0.561824735,13.05,35.84,-5.83,4.5795
100591,5.3402120549,-0.7404193653,10.47,-13.07,13.64,5.699
100754,5.3480178096,0.3736691063,6.86,8.82,-8.9,5.8456
100859,5.3539578873,0.8618998641,26.62,68.8,57.86,5.8132
100881,5.3551940039,-0.3178540243,5.98,11.89,-11.35,5.0747
100907,5.3562900252,0.6709136867,12.28,-22.85,-78.9,5.6639
100965,5.3592119451,1.4210936621,7.16,34.09,16.77,5.5456
101027,5.3619149822,-0.3109071618,33.04,-14.98,-7.29,4.8543
101067,5.3640068257,0.6362551169,1.26,2.5,-1.88,5.9906
101076,5.3642498904,0.5300313048,4.24,6.89,-0.87,4.1032
101084,5.3644953241,0.9785743302,3.76,4.75,4.19,5.8806
101093,5.3650568295,1.0994551026,23.9,45.07,-12.59,4.2715
101101,5.3653572789,-0.0503610618,16.32,70,-22.38,5.0735
101123,5.3664432389,-0.3243343046,15.07,31.7,-83.18,5.9659
101138,5.3671442834,0.8543657282,3.59,10.63,7.22,4.9191
101243,5.3726185589,0.8590575763,8.17,9.21,-31.88,5.5292
101260,5.3734614377,1.3082056034,8.24,6.11,-17.12,5.2254
101345,5.3773240551,-0.1719784846,40.98,307.35,106.94,5.8003
101421,5.3809057021,0.1972803573,9.87,11.96,-28.97,3.9978
101427,5.3812582266,-1.4131027929,6.25,9.72,-17.19,5.9294
101474,5.3839180927,0.6152436529,1.18,-1.58,-5.36,4.7334
101475,5.3839651788,0.8149616227,7.56,9.94,1.54,5.7282
101477,5.3839817174,-0.7769500959,13.94,11.49,-35.42,5.2841
101483,5.3841223723,0.2273675708,13.81,73.15,24.66,5.4185
101589,5.3900500188,0.2561128374,14.82,45.52,11.74,4.6914
101612,5.3912324773,-1.0573431147,35.98,69.86,-186.62,4.8282
101692,5.3962400382,-0.0445044682,2.51,9.84,-15.4,5.0187
101716,5.3977697857,0.4618485877,10.27,15.25,-11.51,5.5851
101769,5.3998210942,0.2547343921,32.33,118.09,-48.06,3.723
101772,5.3999025096,-0.8253952181,33.17,49.24,66.53,3.2707
101773,5.3999934227,-1.0738966208,17.2,59.61,-72.69,4.9562
101800,5.4010010805,0.1985782675,17.26,39.15,-8.26,5.452
101810,5.4014090676,0.3188442717,8.56,35.44,61.57,5.7461
101843,5.4031470136,-1.4187601732,5.11,1.42,-38.4,5.9984
101847,5.4032683583,-0.0192872806,9.67,14.84,-16.45,4.4737
101867,5.4040696713,0.3700303966,14.01,74.53,-0.16,4.8068
101868,5.4041144638,0.4209032078,6.24,9.34,-7.92,5.0151
101882,5.4049926961,0.2323927837,1.62,3.53,-0.47,5.8469
101899,5.4061235829,0.5294355866,9.21,-27.53,-65.23,5.8477
101909,5.4065186865,0.2764293597,2.42,-0.71,-14.59,5.9349
101916,5.4067094956,0.1760365628,33.2,323.83,21.8,5.2133
101923,5.4073439062,-0.2610089713,2.87,2.62,-19.46,5.2029
101936,5.4079631545,0.0084908829,13.99,101.95,-20.5,5.3213
101958,5.4089393078,0.2777177099,12.85,53.82,8.47,3.765
101983,5.4106854908,-1.05675339,40.55,313.48,-569.91,5.2317
101984,5.4107358266,-0.3165784024,5.62,-22.41,-21.67,5.2281
102014,5.4119614889,-0.5834972616,13.77,20.95,34.25,5.6409
102026,5.4128884764,-0.2814231585,9.96,-68.92,75.13,5.9557
102066,5.4150687248,0.5638690347,4.09,2.74,-11.13,5.6858
102092,5.4165989749,-0.5514916199,7.2,111.66,-59.81,5.8406
102155,5.4189926407,0.7280967678,2.98,4.38,1.47,5.6443
102157,5.4190337431,-1.1651927226,4.15,9.15,-23.79,5.1265
102177,5.42016556,0.8785991072,2.56,1.94,1.84,5.3772
102208,5.4217998576,1.4404395318,9.25,30.35,21.79,5.7587
102253,5.4244094092,1.1633904582,23.37,24.55,33.87,5.6598
102281,5.4256138327,0.2631028406,14.61,-20.44,-43.33,4.504
102333,5.4281329938,-0.9061896167,41.37,155.8,-53.86,4.584
102358,5.4295768318,0.9859087158,2.97,9.61,-1.32,5.9499
102388,5.4317935644,0.4410629957,10.04,-29.06,-177.96,5.0868
102395,5.4321595407,-1.1554644831,24.14,-42.67,9.94,3.4733
102422,5.4335931078,1.0792556574,70.1,86.5,818.02,3.5692
102431,5.4338787568,1.0049657852,36.64,-62.32,-236,4.6297
102453,5.4352286626,0.5361591569,16.22,-8.98,24.11,4.3754
102485,5.4371199458,-0.4410537256,68.13,-51.96,-156.56,4.232
102487,5.4374259272,-0.3754899812,12.37,22.65,-17.21,5.9411
102488,5.4376047148,0.5928788067,44.86,355.66,330.6,2.6429
102497,5.4381573433,-0.6841549229,10.05,48.5,-29.45,5.4638
102531,5.4395271707,0.2814277471,26.35,-25.47,-199.77,5.2448
102532,5.4395744565,0.2814304147,25.82,-24.17,-199.96,4.4364
102571,5.441843843,0.5999412818,7.33,39.24,8.04,5.0907
102589,5.4428475961,0.6368835017,4.24,14.71,-8.96,4.5206
102599,5.4435042399,1.4059037516,8.18,-28.18,-37.16,5.5306
102618,5.4440115501,-0.1657310527,15.7,33.98,-34.77,3.7818
102624,5.4442810213,-0.087748229,5.57,1.68,-40.06,4.492
102633,5.4445784605,0.1048635873,7.61,7.63,-13.75,5.5845
102635,5.4446487107,0.8348243608,5.56,-8.76,-18.3,5.7362
102693,5.4475361536,-0.7677401853,28.23,172.34,-109.61,5.1917
102724,5.4495210391,0.8048435903,1.4,-2.65,-2.84,4.9239
102772,5.4510709038,-0.4499667295,3.38,11.06,-18.87,5.8384
102773,5.4511195894,-1.2003746327,10.8,-64.66,-49.81,5.5814
102790,5.4518943792,-0.8068114772,7.9,38.49,26.22,5.018
102831,5.4540142558,-0.5895665123,8.62,0.76,-21.07,5.0571
102843,5.4545052704,0.7689743058,24.41,123.27,131.81,5.1189
102916,5.45857274,-0.6617117414,5.55,-7.85,-17.35,5.6668
102949,5.4605705729,0.4930645725,2.71,5.06,-4.38,5.7914
102950,5.4607025269,-0.9007324318,6.99,-0.41,-5.02,5.2257
102962,5.4613099999,-1.0895953593,13.1,83.74,-46.35,5.7148
102978,5.4621021643,-0.4698273838,3.87,-8.36,-0.36,4.2197
103004,5.463442369,0.4729340977,17.3,-75.44,-62.03,4.7191
103005,5.4635127413,-0.0961160508,5.02,0.7,-5.52,5.5292
103045,5.4657316812,-0.1567870768,20.74,45.75,-33.59,4.8052
103089,5.468316189,0.7747039447,6.21,11.94,-2.08,4.7404
103094,5.4685935089,0.7885691349,3.24,10.02,-4.1,5.6436
103127,5.4701638283,-0.6948090841,8.15,43.91,-96.64,5.5067
103145,5.4711640731,0.5835998563,5.43,-20.95,34.56,5.596
103200,5.4740533766,0.4896980516,5.6,0.29,-3.76,5.1534
103226,5.4750871282,-0.3128127932,8.94,-58.32,-17.64,5.9352
103227,5.4751400131,-1.0202164157,5.33,20.79,-25.2,3.834
103294,5.4786378993,0.2394864665,6.8,17.36,-11.28,5.3553
103298,5.4787741931,0.2193618263,16.53,31.55,21.18,5.5874
103312,5.4795925172,0.8275943918,-0.22,-2.09,-3.91,5.801
103359,5.4821839006,0.8853819633,19.5,38.87,-21.71,5.9125
103371,5.4828629911,0.7840844075,0.6,0.38,-1.55,5.9741
103389,5.483771443,-0.4589556038,45.52,93.79,-64.78,5.8109
103401,5.4842630147,-0.1692535963,5.97,-4.18,-12.1,5.6158
103413,5.4854543272,0.718503078,8.71,9.64,-22.75,3.9504
103460,5.4876506813,-0.2798032183,18.23,51.78,1.07,5.9378
103511,5.4902497031,0.3896607689,7.21,-2.56,-4.17,5.4389
103519,5.4904699754,0.7761748148,12.61,101.61,70.37,5.7165
103527,5.4909485747,0.1891826865,13.28,-48.75,-34.43,5.6682
103530,5.4912440285,0.8807242592,3.02,8.89,2.54,5.546
103569,5.493754204,0.0749417644,18.49,-115.75,-151.7,5.314
103571,5.4938002846,0.0749615489,17.68,-116.44,-152.18,5.3441
103598,5.4952660513,1.0373985172,5.3,45.57,14.85,5.6853
103632,5.4970272092,0.8293969577,2.3,8.12,2.15,4.7199
103673,5.499355335,-0.8947541117,35.7,-88.58,132.12,5.8728
103675,5.4998013898,0.3373673611,6.23,-15.31,-59.32,5.7633
103732,5.5029447757,0.8055700682,2.14,6.98,3.15,5.3463
103738,5.5034203151,-0.5630042423,14.24,-1.73,0.41,4.8136
103810,5.5071680319,0.9890712989,3.54,8.92,1.13,5.8002
103882,5.5107298273,-0.6742413306,28.27,-29.16,-108.85,5.4139
103981,5.5155831351,-0.1016313774,6.5,20.35,-6.67,5.6679
104019,5.5170093752,-0.3465339243,20.2,-37.62,-24.95,4.9015
104031,5.5177598018,0.0960430323,4.24,13.15,0.66,5.741
104043,5.5183695744,-1.3443026706,22.97,12.74,-369.24,5.2252
104060,5.5193023873,0.7666856349,3.87,7.97,0.06,3.8343
104085,5.5206388288,-0.9551654712,8.92,16.12,-37.41,5.3336
104105,5.5217280272,1.3635615536,8.1,19.41,29.59,5.894
104139,5.5237328725,-0.3007675455,20.11,79.33,-62.01,4.0838
104148,5.524048779,-0.5257796363,10.82,33.46,-67.91,5.856
104171,5.5256682523,1.246724971,20.52,-48.42,-115.55,5.9715
104174,5.5257619443,-0.5644680757,9.94,-5.56,8.49,5.3628
104177,5.5258213058,-0.7223208507,4.58,28.01,-12,5.6961
104185,5.5261663217,0.544275142,1.93,4.25,-5.02,5.8961
104194,5.5265914877,0.8316215669,3.16,6.53,-1.41,4.6764
104214,5.5276638884,0.6761666472,286.82,4168.31,3269.2,5.3685
104234,5.5288893043,-0.4364326346,7.15,-28.09,-44.14,4.6097
104364,5.5350721042,-1.1157588167,6.37,-7.08,4.54,5.9181
104365,5.5351381267,-0.3698967982,18.14,19.83,-60.15,5.3239
104371,5.5355206387,0.5271887056,8.64,25.14,-20.88,5.5937
104382,5.5360399969,-1.5525840108,11.61,25.75,4.98,5.5179
104440,5.5386218435,-1.2770970243,50.59,460.33,-285.96,5.7855
104459,5.5396454391,-0.1984728172,20.47,94.12,-14.62,4.6675
104516,5.5425513999,0.9348526164,7.36,22.32,-4.14,5.714
104521,5.5429090802,0.1768358642,27.55,48.74,-153.03,4.7812
104642,5.549291832,1.046964017,0.76,-2.39,-3.17,5.6772
104680,5.5511409992,-0.7028236457,31.58,57.44,-219.29,5.9292
104732,5.5542326582,0.5275620911,22.79,6.51,-68.21,3.3743
104738,5.5547232401,-0.6880898433,30.34,186.38,-113.98,5.354
104750,5.5557660538,-0.4820435115,8.89,97.1,-117.19,5.5486
104755,5.5559966665,-1.2239333853,3.65,41.28,-19.69,5.1359
104858,5.5609673499,0.174667643,54.09,42.39,-304.19,4.5928
104887,5.5623168101,0.6639986561,49.16,196.99,410.28,3.8228
104963,5.5659924626,-0.3604399916,5.07,15.01,-2.07,5.334
104974,5.566496942,-0.264792845,5.33,24.84,4.76,5.3468
104978,5.5665702953,-0.9296155939,7.62,35.28,-13.53,5.7886
104987,5.5668292305,0.0915961702,17.14,59.88,-94.09,4.0423
105102,5.5737782368,0.6875670489,1.13,-0.13,-3.58,4.2677
105138,5.5759682894,0.6090654747,5.08,10.03,6.49,4.3744
105140,5.5760540002,-0.5615158002,17.9,54.36,-23.29,4.7454
105143,5.5761289066,-0.3138998452,6.11,16.1,-1.07,5.3607
105164,5.5771317024,-0.0788803533,3.21,12.11,12.94,5.7858
105186,5.578303668,0.7670018138,0.7,4.85,-8.4,5.0231
105199,5.5788418042,1.0923222563,66.5,150.55,49.09,2.5141
105259,5.5818314163,1.0231732712,1.69,-3.9,-3.02,5.643
105268,5.5823056657,1.1322272402,1.64,5.2,5.69,5.179
105282,5.5827801331,0.8641175592,5.98,14.18,2.47,5.712
105319,5.5844633843,-0.9328656395,33.02,107.9,-66.41,4.4458
105382,5.588368537,-0.712260284,16.54,71.92,20.38,4.8277
105411,5.5897251905,0.4163702545,12.06,243.59,-119.16,5.7487
105413,5.5897660408,0.1283610447,4.98,42.98,-17.11,5.8904
105497,5.5938082364,0.8619954051,9.91,37.3,61.2,5.8472
105502,5.5941536047,0.3456512143,20.93,105.35,63.51,4.2483
105515,5.5948548929,-0.2938184194,16.58,30,4.52,4.4388
105570,5.5976768255,0.1188763523,9.86,53.98,11.34,5.1828
105576,5.5981778607,-0.3956495451,4.21,36.78,-0.24,5.7197
105652,5.6024152746,0.4236628187,19.3,135.68,18.37,5.7807
105665,5.6032049004,-0.3639283761,13.63,-9.3,-128.48,5.5439
105668,5.6033387262,-0.2247657708,21.23,89.6,8.62,5.5576
105696,5.6043103267,-0.715701839,8.35,24.64,-0.25,5.7614
105703,5.6049775264,0.4568319825,14.57,49.19,5.94,5.7469
105761,5.6078168568,-0.1701371385,10.89,16.42,-169.81,5.7775
105767,5.6081039482,-0.0620739918,8.4,-11.8,-69.54,5.6151
105769,5.608280182,0.815317024,29.88,188.86,47.39,5.671
105811,5.6102896255,0.6399669922,0.36,7.49,-9.65,5.8888
105854,5.6128879818,-0.6602476363,12.37,167.81,-11.19,5.8024
105858,5.6131601046,-1.1408893452,107.97,80.56,800.6,4.3296
105881,5.614144445,-0.3911523446,8.46,-2.23,18.1,3.9246
105891,5.6145027566,0.9232534287,7.28,15.71,4.22,5.9731
105898,5.6149838169,0.8523333758,7.93,59.27,25.49,5.3319
105913,5.6157177078,-0.7426020908,17.72,-49.18,14.4,5.5984
105928,5.6166756772,-0.3699422165,5.82,-25.64,-34.83,5.9227
105942,5.6171505192,0.6478102261,2.5,2.78,2.24,5.2566
105966,5.6185079294,0.4818599849,17.14,41.37,20.94,5.4101
105972,5.6189535259,1.1660395675,4.05,-11.02,-20.53,5.3893
106003,5.6205535178,0.5624347371,22.36,134.02,79.3,5.8333
106032,5.6228381573,1.2315164467,4.76,12.54,8.39,3.1438
106039,5.6231102189,-0.3806068602,19.06,134.83,-5.73,4.6602
106044,5.6232172208,-1.2130958662,7.92,82.51,-46.35,5.3361
106062,5.6243058524,0.3871036252,4.9,33.7,12.75,5.7663
106093,5.6262806913,0.8122820252,15.05,43.27,103.81,5.385
106140,5.6284599229,0.4125754016,8.28,24.74,3.63,4.6178
106227,5.6329987914,1.0552162942,2.16,-1.55,-3.96,5.5688
106278,5.6354878559,-0.0972350084,6.07,18.77,-8.21,3.0404
106327,5.6378397185,-0.7187150038,7,19.84,10.89,5.4585
106340,5.6384734143,-0.592445259,6.48,-5.08,-3.52,5.9935
106393,5.6415279301,0.8722736801,6.62,16.19,10.39,5.7612
106429,5.6434881763,-0.7827573851,4.99,-21.74,-2.54,5.738
106481,5.6460581591,0.7957316651,26.39,-23.79,-93.7,4.1415
106551,5.649520068,0.6725421488,14.09,115.81,94.73,5.0402
106559,5.6498539751,-0.3505385958,36.9,-28.31,43.3,5.7931
106592,5.6517852751,-0.0695215802,7.8,-10.84,-4.78,5.9559
106642,5.655044369,0.7919359435,5.72,65.17,1.74,5.4594
106654,5.6556597348,-0.4567780967,17.11,107.71,-24.4,5.797
106711,5.6590102679,0.7053484751,15.19,-1.48,12.46,5.1005
106723,5.659580821,-0.3397460288,3.09,12.79,0.28,4.4457
106786,5.6625056506,-0.1370806364,18.26,114.2,-25.03,4.7431
106787,5.6625293762,0.3371727353,10.16,100.3,14.09,5.5357
106801,5.663246301,1.0835343796,0,-1.64,-3.02,4.8435
106856,5.6659113516,0.1007346967,18.28,113.1,29.89,5.7321
106886,5.6677836797,1.003373206,1.65,-1.25,-4.58,5.6455
106890,5.6678763263,1.0033446855,1.27,-2.36,-4.66,5.7161
106897,5.6680376618,0.3536988866,25.16,122.21,-0.6,5.8498
106944,5.6703772873,0.0391610456,14.4,-29.55,-83.22,5.2671
106985,5.67270857,-0.2908111754,20.77,187.56,-22.45,3.766
106999,5.6731244488,0.7552702995,8.08,61.45,16,5.18
107089,5.6787539579,-1.350700923,47.17,66.41,-239.1,3.8981
107095,5.679078334,-0.2451639614,30.09,-123.05,-308.5,5.2938
107119,5.6806886467,1.2446150079,17.88,119.29,95.17,4.7136
107128,5.6810931794,-0.4060094048,14.14,90.84,-95.85,5.4033
107129,5.6811252641,0.6197698269,1.6,5.55,2.7,5.9822
107136,5.6814582972,0.8934275335,1.89,5.29,-1.78,4.6443
107144,5.6817823197,0.0224322525,2.92,-4.64,-8.03,5.8103
107151,5.6821699065,0.0991373438,4.47,10.8,-5.2,5.3834
107162,5.6827150103,0.7169292972,7.91,23.48,-1.02,5.7583
